model,forecast_date,target,target_week_end_date,point,quantile_0.05,quantile_0.95
MIT,2020-06-21,6 wk ahead cum death,2020-08-02,461,461,461
MIT,2020-06-28,1 wk ahead cum death,2020-07-05,393,393,393
MIT,2020-06-28,2 wk ahead cum death,2020-07-12,416,416,416
MIT,2020-06-28,3 wk ahead cum death,2020-07-19,433,433,433
MIT,2020-06-28,4 wk ahead cum death,2020-07-26,445,445,445
MIT,2020-06-28,5 wk ahead cum death,2020-08-02,454,454,454
MIT,2020-06-28,6 wk ahead cum death,2020-08-09,460,460,460
MIT,2020-07-05,1 wk ahead cum death,2020-07-12,438,438,438
MIT,2020-07-05,2 wk ahead cum death,2020-07-19,467,467,467
MIT,2020-07-05,3 wk ahead cum death,2020-07-26,488,488,488
MIT,2020-07-05,4 wk ahead cum death,2020-08-02,504,504,504
MIT,2020-07-05,5 wk ahead cum death,2020-08-09,514,514,514
MIT,2020-07-05,6 wk ahead cum death,2020-08-16,521,521,521
MIT,2020-07-12,1 wk ahead cum death,2020-07-19,467,467,467
MIT,2020-07-12,2 wk ahead cum death,2020-07-26,488,488,488
MIT,2020-07-12,3 wk ahead cum death,2020-08-02,504,504,504
MIT,2020-07-12,4 wk ahead cum death,2020-08-09,514,514,514
MIT,2020-07-12,5 wk ahead cum death,2020-08-16,521,521,521
MIT,2020-07-12,6 wk ahead cum death,2020-08-23,526,526,526
MIT,2020-07-19,1 wk ahead cum death,2020-07-26,488,488,488
MIT,2020-07-19,2 wk ahead cum death,2020-08-02,504,504,504
MIT,2020-07-19,3 wk ahead cum death,2020-08-09,514,514,514
MIT,2020-07-19,4 wk ahead cum death,2020-08-16,521,521,521
MIT,2020-07-19,5 wk ahead cum death,2020-08-23,526,526,526
MIT,2020-07-19,6 wk ahead cum death,2020-08-30,529,529,529
MIT,2020-07-26,1 wk ahead cum death,2020-08-02,473,473,473
MIT,2020-07-26,2 wk ahead cum death,2020-08-09,483,483,483
MIT,2020-07-26,3 wk ahead cum death,2020-08-16,490,490,490
MIT,2020-07-26,4 wk ahead cum death,2020-08-23,495,495,495
MIT,2020-07-26,5 wk ahead cum death,2020-08-30,498,498,498
MIT,2020-07-26,6 wk ahead cum death,2020-09-06,500,500,500
MIT,2020-08-02,1 wk ahead cum death,2020-08-09,491,491,491
MIT,2020-08-02,2 wk ahead cum death,2020-08-16,500,500,500
MIT,2020-08-02,3 wk ahead cum death,2020-08-23,506,506,506
MIT,2020-08-02,4 wk ahead cum death,2020-08-30,510,510,510
MIT,2020-08-02,5 wk ahead cum death,2020-09-06,512,512,512
MIT,2020-08-02,6 wk ahead cum death,2020-09-13,513,513,513
MIT,2020-08-09,1 wk ahead cum death,2020-08-16,506,506,506
MIT,2020-08-09,2 wk ahead cum death,2020-08-23,513,513,513
MIT,2020-08-09,3 wk ahead cum death,2020-08-30,517,517,517
MIT,2020-08-09,4 wk ahead cum death,2020-09-06,520,520,520
MIT,2020-08-09,5 wk ahead cum death,2020-09-13,522,522,522
MIT,2020-08-09,6 wk ahead cum death,2020-09-20,523,523,523
MIT,2020-08-16,1 wk ahead cum death,2020-08-23,528,528,528
MIT,2020-08-16,2 wk ahead cum death,2020-08-30,535,535,535
MIT,2020-08-16,3 wk ahead cum death,2020-09-06,539,539,539
MIT,2020-08-16,4 wk ahead cum death,2020-09-13,541,541,541
MIT,2020-08-16,5 wk ahead cum death,2020-09-20,543,543,543
MIT,2020-08-16,6 wk ahead cum death,2020-09-27,544,544,544
MIT,2020-08-23,1 wk ahead cum death,2020-08-30,566,566,566
MIT,2020-08-23,2 wk ahead cum death,2020-09-06,578,578,578
MIT,2020-08-23,3 wk ahead cum death,2020-09-13,586,586,586
MIT,2020-08-23,4 wk ahead cum death,2020-09-20,591,591,591
MIT,2020-08-23,5 wk ahead cum death,2020-09-27,593,593,593
MIT,2020-08-23,6 wk ahead cum death,2020-10-04,595,595,595
MIT,2020-08-30,1 wk ahead cum death,2020-09-06,588,588,588
MIT,2020-08-30,2 wk ahead cum death,2020-09-13,601,601,601
MIT,2020-08-30,3 wk ahead cum death,2020-09-20,610,610,610
MIT,2020-08-30,4 wk ahead cum death,2020-09-27,616,616,616
MIT,2020-08-30,5 wk ahead cum death,2020-10-04,620,620,620
MIT,2020-08-30,6 wk ahead cum death,2020-10-11,622,622,622
MIT,2020-09-06,1 wk ahead cum death,2020-09-13,605,605,605
MIT,2020-09-06,2 wk ahead cum death,2020-09-20,617,617,617
MIT,2020-09-06,3 wk ahead cum death,2020-09-27,626,626,626
MIT,2020-09-06,4 wk ahead cum death,2020-10-04,631,631,631
MIT,2020-09-06,5 wk ahead cum death,2020-10-11,635,635,635
MIT,2020-09-06,6 wk ahead cum death,2020-10-18,637,637,637
MIT,2020-09-13,1 wk ahead cum death,2020-09-20,635,635,635
MIT,2020-09-13,2 wk ahead cum death,2020-09-27,653,653,653
MIT,2020-09-13,3 wk ahead cum death,2020-10-04,667,667,667
MIT,2020-09-13,4 wk ahead cum death,2020-10-11,678,678,678
MIT,2020-09-13,5 wk ahead cum death,2020-10-18,684,684,684
MIT,2020-09-13,6 wk ahead cum death,2020-10-25,689,689,689
MIT,2020-09-20,1 wk ahead cum death,2020-09-27,656,656,656
MIT,2020-09-20,2 wk ahead cum death,2020-10-04,674,674,674
MIT,2020-09-20,3 wk ahead cum death,2020-10-11,688,688,688
MIT,2020-09-20,4 wk ahead cum death,2020-10-18,698,698,698
MIT,2020-09-20,5 wk ahead cum death,2020-10-25,705,705,705
MIT,2020-09-20,6 wk ahead cum death,2020-11-01,709,709,709
MIT,2020-09-27,1 wk ahead cum death,2020-10-04,674,674,674
MIT,2020-09-27,2 wk ahead cum death,2020-10-11,691,691,691
MIT,2020-09-27,3 wk ahead cum death,2020-10-18,704,704,704
MIT,2020-09-27,4 wk ahead cum death,2020-10-25,713,713,713
MIT,2020-09-27,5 wk ahead cum death,2020-11-01,720,720,720
MIT,2020-09-27,6 wk ahead cum death,2020-11-08,724,724,724
MIT,2020-10-04,1 wk ahead cum death,2020-10-11,689,689,689
MIT,2020-10-04,2 wk ahead cum death,2020-10-18,704,704,704
MIT,2020-10-04,3 wk ahead cum death,2020-10-25,716,716,716
MIT,2020-10-04,4 wk ahead cum death,2020-11-01,724,724,724
MIT,2020-10-04,5 wk ahead cum death,2020-11-08,729,729,729
MIT,2020-10-04,6 wk ahead cum death,2020-11-15,733,733,733
USC,2020-06-28,1 wk ahead cum death,2020-07-05,366,,
USC,2020-07-05,1 wk ahead cum death,2020-07-12,392,,
USC,2020-07-12,1 wk ahead cum death,2020-07-19,416,,
USC,2020-07-12,2 wk ahead cum death,2020-07-26,442,,
USC,2020-07-12,3 wk ahead cum death,2020-08-02,468,,
USC,2020-07-12,4 wk ahead cum death,2020-08-09,493,,
USC,2020-07-12,5 wk ahead cum death,2020-08-16,518,,
USC,2020-07-12,6 wk ahead cum death,2020-08-23,542,,
USC,2020-07-19,1 wk ahead cum death,2020-07-26,427,,
USC,2020-07-19,2 wk ahead cum death,2020-08-02,443,,
USC,2020-07-19,3 wk ahead cum death,2020-08-09,456,,
USC,2020-07-19,4 wk ahead cum death,2020-08-16,467,,
USC,2020-07-19,5 wk ahead cum death,2020-08-23,476,,
USC,2020-07-19,6 wk ahead cum death,2020-08-30,483,,
USC,2020-07-26,1 wk ahead cum death,2020-08-02,427,,
USC,2020-07-26,2 wk ahead cum death,2020-08-09,443,,
USC,2020-07-26,3 wk ahead cum death,2020-08-16,456,,
USC,2020-07-26,4 wk ahead cum death,2020-08-23,467,,
USC,2020-07-26,5 wk ahead cum death,2020-08-30,476,,
USC,2020-07-26,6 wk ahead cum death,2020-09-06,483,,
USC,2020-08-02,1 wk ahead cum death,2020-08-09,474,,
USC,2020-08-02,2 wk ahead cum death,2020-08-16,494,,
USC,2020-08-02,3 wk ahead cum death,2020-08-23,514,,
USC,2020-08-02,4 wk ahead cum death,2020-08-30,532,,
USC,2020-08-02,5 wk ahead cum death,2020-09-06,549,,
USC,2020-08-02,6 wk ahead cum death,2020-09-13,564,,
USC,2020-08-09,1 wk ahead cum death,2020-08-16,493,,
USC,2020-08-09,2 wk ahead cum death,2020-08-21,511,,
USC,2020-08-09,3 wk ahead cum death,2020-08-30,526,,
USC,2020-08-09,4 wk ahead cum death,2020-09-06,539,,
USC,2020-08-09,5 wk ahead cum death,2020-09-13,550,,
USC,2020-08-09,6 wk ahead cum death,2020-09-20,560,,
USC,2020-08-16,1 wk ahead cum death,2020-08-23,542,,
USC,2020-08-16,2 wk ahead cum death,2020-08-30,566,,
USC,2020-08-16,3 wk ahead cum death,2020-09-06,590,,
USC,2020-08-16,4 wk ahead cum death,2020-09-13,635,,
USC,2020-08-16,5 wk ahead cum death,2020-09-20,654,,
USC,2020-08-16,6 wk ahead cum death,2020-09-27,680,,
USC,2020-08-30,1 wk ahead cum death,2020-09-06,543,,
USC,2020-08-30,2 wk ahead cum death,2020-09-13,558,,
USC,2020-08-30,3 wk ahead cum death,2020-09-20,572,,
USC,2020-08-30,4 wk ahead cum death,2020-09-27,586,,
USC,2020-08-30,5 wk ahead cum death,2020-10-04,598,,
USC,2020-08-30,6 wk ahead cum death,2020-10-11,608,,
USC,2020-09-13,1 wk ahead cum death,2020-09-20,576,,
USC,2020-09-13,2 wk ahead cum death,2020-09-27,595,,
USC,2020-09-13,3 wk ahead cum death,2020-10-04,612,,
USC,2020-09-13,4 wk ahead cum death,2020-10-11,628,,
USC,2020-09-13,5 wk ahead cum death,2020-10-18,641,,
USC,2020-09-13,6 wk ahead cum death,2020-10-25,651,,
USC,2020-10-04,1 wk ahead cum death,2020-10-11,640,,
USC,2020-10-04,2 wk ahead cum death,2020-10-18,672,,
USC,2020-10-04,3 wk ahead cum death,2020-10-25,685,,
USC,2020-10-04,4 wk ahead cum death,2020-11-01,697,,
USC,2020-10-04,5 wk ahead cum death,2020-11-08,707,,
USC,2020-10-04,6 wk ahead cum death,2020-11-15,715,,
YYG,2020-05-31,1 wk ahead cum death,2020-06-07,267,254,284
YYG,2020-05-31,2 wk ahead cum death,2020-06-14,323,294,357
YYG,2020-05-31,3 wk ahead cum death,2020-06-21,380,335,434
YYG,2020-05-31,4 wk ahead cum death,2020-06-28,445,377,522
YYG,2020-05-31,5 wk ahead cum death,2020-07-05,518,420,625
YYG,2020-05-31,6 wk ahead cum death,2020-07-12,602,463,748
YYG,2020-06-07,1 wk ahead cum death,2020-06-14,319,306,334
YYG,2020-06-07,2 wk ahead cum death,2020-06-21,379,351,411
YYG,2020-06-07,3 wk ahead cum death,2020-06-28,446,399,499
YYG,2020-06-07,4 wk ahead cum death,2020-07-05,523,447,602
YYG,2020-06-07,5 wk ahead cum death,2020-07-12,610,495,725
YYG,2020-06-07,6 wk ahead cum death,2020-07-19,708,542,867
YYG,2020-06-14,1 wk ahead cum death,2020-06-21,330,317,342
YYG,2020-06-14,2 wk ahead cum death,2020-06-28,361,334,384
YYG,2020-06-14,3 wk ahead cum death,2020-07-05,390,348,424
YYG,2020-06-14,4 wk ahead cum death,2020-07-12,419,361,467
YYG,2020-06-14,5 wk ahead cum death,2020-07-19,449,374,516
YYG,2020-06-14,6 wk ahead cum death,2020-07-26,481,386,573
YYG,2020-06-21,1 wk ahead cum death,2020-06-28,356,342,373
YYG,2020-06-21,2 wk ahead cum death,2020-07-05,383,354,415
YYG,2020-06-21,3 wk ahead cum death,2020-07-12,405,362,454
YYG,2020-06-21,4 wk ahead cum death,2020-07-19,425,369,489
YYG,2020-06-21,5 wk ahead cum death,2020-07-26,442,373,520
YYG,2020-06-21,6 wk ahead cum death,2020-08-02,456,377,548
YYG,2020-06-28,1 wk ahead cum death,2020-07-05,373,359,392
YYG,2020-06-28,2 wk ahead cum death,2020-07-12,399,369,441
YYG,2020-06-28,3 wk ahead cum death,2020-07-19,421,376,490
YYG,2020-06-28,4 wk ahead cum death,2020-07-26,441,381,536
YYG,2020-06-28,5 wk ahead cum death,2020-08-02,458,385,581
YYG,2020-06-28,6 wk ahead cum death,2020-08-09,474,388,627
YYG,2020-07-05,1 wk ahead cum death,2020-07-12,389,376,409
YYG,2020-07-05,2 wk ahead cum death,2020-07-19,409,383,450
YYG,2020-07-05,3 wk ahead cum death,2020-07-26,427,389,491
YYG,2020-07-05,4 wk ahead cum death,2020-08-02,444,393,533
YYG,2020-07-05,5 wk ahead cum death,2020-08-09,460,397,577
YYG,2020-07-05,6 wk ahead cum death,2020-08-16,478,400,626
YYG,2020-07-12,1 wk ahead cum death,2020-07-19,410,397,429
YYG,2020-07-12,2 wk ahead cum death,2020-07-26,427,402,465
YYG,2020-07-12,3 wk ahead cum death,2020-08-02,443,407,501
YYG,2020-07-12,4 wk ahead cum death,2020-08-09,459,411,539
YYG,2020-07-12,5 wk ahead cum death,2020-08-16,476,414,581
YYG,2020-07-12,6 wk ahead cum death,2020-08-23,494,418,628
YYG,2020-07-19,1 wk ahead cum death,2020-07-26,424,413,439
YYG,2020-07-19,2 wk ahead cum death,2020-08-02,438,417,468
YYG,2020-07-19,3 wk ahead cum death,2020-08-09,451,421,498
YYG,2020-07-19,4 wk ahead cum death,2020-08-16,465,425,532
YYG,2020-07-19,5 wk ahead cum death,2020-08-23,480,428,573
YYG,2020-07-19,6 wk ahead cum death,2020-08-30,496,431,621
YYG,2020-07-26,1 wk ahead cum death,2020-08-02,454,440,480
YYG,2020-07-26,2 wk ahead cum death,2020-08-09,474,446,531
YYG,2020-07-26,3 wk ahead cum death,2020-08-16,497,451,594
YYG,2020-07-26,4 wk ahead cum death,2020-08-23,523,456,675
YYG,2020-07-26,5 wk ahead cum death,2020-08-30,552,460,769
YYG,2020-07-26,6 wk ahead cum death,2020-09-06,582,463,870
YYG,2020-08-02,1 wk ahead cum death,2020-08-09,482,466,509
YYG,2020-08-02,2 wk ahead cum death,2020-08-16,508,474,572
YYG,2020-08-02,3 wk ahead cum death,2020-08-23,538,480,650
YYG,2020-08-02,4 wk ahead cum death,2020-08-30,572,486,742
YYG,2020-08-02,5 wk ahead cum death,2020-09-06,607,490,852
YYG,2020-08-02,6 wk ahead cum death,2020-09-13,642,494,967
YYG,2020-08-09,1 wk ahead cum death,2020-08-16,500,485,527
YYG,2020-08-09,2 wk ahead cum death,2020-08-23,524,491,585
YYG,2020-08-09,3 wk ahead cum death,2020-08-30,550,497,654
YYG,2020-08-09,4 wk ahead cum death,2020-09-06,576,501,734
YYG,2020-08-09,5 wk ahead cum death,2020-09-13,603,505,822
YYG,2020-08-09,6 wk ahead cum death,2020-09-20,628,508,910
YYG,2020-08-16,1 wk ahead cum death,2020-08-23,525,508,554
YYG,2020-08-16,2 wk ahead cum death,2020-08-30,550,514,618
YYG,2020-08-16,3 wk ahead cum death,2020-09-06,576,519,688
YYG,2020-08-16,4 wk ahead cum death,2020-09-13,602,523,763
YYG,2020-08-16,5 wk ahead cum death,2020-09-20,628,527,842
YYG,2020-08-16,6 wk ahead cum death,2020-09-27,652,530,921
YYG,2020-08-23,1 wk ahead cum death,2020-08-30,532,519,555
YYG,2020-08-23,2 wk ahead cum death,2020-09-06,551,524,603
YYG,2020-08-23,3 wk ahead cum death,2020-09-13,571,528,655
YYG,2020-08-23,4 wk ahead cum death,2020-09-20,590,531,709
YYG,2020-08-23,5 wk ahead cum death,2020-09-27,607,534,763
YYG,2020-08-23,6 wk ahead cum death,2020-10-04,625,536,820
YYG,2020-08-30,1 wk ahead cum death,2020-09-06,546,534,569
YYG,2020-08-30,2 wk ahead cum death,2020-09-13,563,537,612
YYG,2020-08-30,3 wk ahead cum death,2020-09-20,580,541,655
YYG,2020-08-30,4 wk ahead cum death,2020-09-27,596,543,698
YYG,2020-08-30,5 wk ahead cum death,2020-10-04,610,546,741
YYG,2020-08-30,6 wk ahead cum death,2020-10-11,624,548,786
YYG,2020-09-06,1 wk ahead cum death,2020-09-13,560,547,579
YYG,2020-09-06,2 wk ahead cum death,2020-09-20,575,551,616
YYG,2020-09-06,3 wk ahead cum death,2020-09-27,590,554,654
YYG,2020-09-06,4 wk ahead cum death,2020-10-04,605,556,693
YYG,2020-09-06,5 wk ahead cum death,2020-10-11,619,558,735
YYG,2020-09-06,6 wk ahead cum death,2020-10-18,632,560,781
YYG,2020-09-13,1 wk ahead cum death,2020-09-20,577,565,594
YYG,2020-09-13,2 wk ahead cum death,2020-09-27,594,570,631
YYG,2020-09-13,3 wk ahead cum death,2020-10-04,610,574,670
YYG,2020-09-13,4 wk ahead cum death,2020-10-11,626,578,711
YYG,2020-09-13,5 wk ahead cum death,2020-10-18,642,581,754
YYG,2020-09-13,6 wk ahead cum death,2020-10-25,658,584,805
YYG,2020-09-20,1 wk ahead cum death,2020-09-27,607,589,631
YYG,2020-09-20,2 wk ahead cum death,2020-10-04,632,594,683
YYG,2020-09-20,3 wk ahead cum death,2020-10-11,658,599,741
YYG,2020-09-20,4 wk ahead cum death,2020-10-18,687,603,806
YYG,2020-09-20,5 wk ahead cum death,2020-10-25,718,606,883
YYG,2020-09-20,6 wk ahead cum death,2020-11-01,752,609,981
YYG,2020-09-27,1 wk ahead cum death,2020-10-04,619,605,640
YYG,2020-09-27,2 wk ahead cum death,2020-10-11,637,609,681
YYG,2020-09-27,3 wk ahead cum death,2020-10-18,655,612,725
YYG,2020-09-27,4 wk ahead cum death,2020-10-25,673,615,777
YYG,2020-09-27,5 wk ahead cum death,2020-11-01,691,618,842
YYG,2020-10-04,1 wk ahead cum death,2020-10-11,645,628,672
YYG,2020-10-04,2 wk ahead cum death,2020-10-18,665,632,718
YYG,2020-10-04,3 wk ahead cum death,2020-10-25,684,635,771
YYG,2020-10-04,4 wk ahead cum death,2020-11-01,703,637,837
