model,forecast_date,target,target_week_end_date,point,quantile_0.05,quantile_0.95
MIT,2020-07-26,1 wk ahead cum cases,2020-08-02,63760,63760,63760
MIT,2020-07-26,2 wk ahead cum cases,2020-08-09,65091,65091,65091
MIT,2020-07-26,3 wk ahead cum cases,2020-08-16,65979,65979,65979
MIT,2020-07-26,4 wk ahead cum cases,2020-08-23,66561,66561,66561
MIT,2020-07-26,5 wk ahead cum cases,2020-08-30,66934,66934,66934
MIT,2020-07-26,6 wk ahead cum cases,2020-09-06,67170,67170,67170
MIT,2020-08-02,1 wk ahead cum cases,2020-08-09,67569,67569,67569
MIT,2020-08-02,2 wk ahead cum cases,2020-08-16,68715,68715,68715
MIT,2020-08-02,3 wk ahead cum cases,2020-08-23,69468,69468,69468
MIT,2020-08-02,4 wk ahead cum cases,2020-08-30,69953,69953,69953
MIT,2020-08-02,5 wk ahead cum cases,2020-09-06,70260,70260,70260
MIT,2020-08-02,6 wk ahead cum cases,2020-09-13,70451,70451,70451
MIT,2020-08-09,1 wk ahead cum cases,2020-08-16,70633,70633,70633
MIT,2020-08-09,2 wk ahead cum cases,2020-08-23,71532,71532,71532
MIT,2020-08-09,3 wk ahead cum cases,2020-08-30,72112,72112,72112
MIT,2020-08-09,4 wk ahead cum cases,2020-09-06,72479,72479,72479
MIT,2020-08-09,5 wk ahead cum cases,2020-09-13,72707,72707,72707
MIT,2020-08-09,6 wk ahead cum cases,2020-09-20,72847,72847,72847
MIT,2020-08-16,1 wk ahead cum cases,2020-08-23,74313,74313,74313
MIT,2020-08-16,2 wk ahead cum cases,2020-08-30,75157,75157,75157
MIT,2020-08-16,3 wk ahead cum cases,2020-09-06,75689,75689,75689
MIT,2020-08-16,4 wk ahead cum cases,2020-09-13,76019,76019,76019
MIT,2020-08-16,5 wk ahead cum cases,2020-09-20,76221,76221,76221
MIT,2020-08-16,6 wk ahead cum cases,2020-09-27,76342,76342,76342
MIT,2020-08-23,1 wk ahead cum cases,2020-08-30,81391,81391,81391
MIT,2020-08-23,2 wk ahead cum cases,2020-09-06,83015,83015,83015
MIT,2020-08-23,3 wk ahead cum cases,2020-09-13,84072,84072,84072
MIT,2020-08-23,4 wk ahead cum cases,2020-09-20,84731,84731,84731
MIT,2020-08-23,5 wk ahead cum cases,2020-09-27,85129,85129,85129
MIT,2020-08-23,6 wk ahead cum cases,2020-10-04,85364,85364,85364
MIT,2020-08-30,1 wk ahead cum cases,2020-09-06,85897,85897,85897
MIT,2020-08-30,2 wk ahead cum cases,2020-09-13,87774,87774,87774
MIT,2020-08-30,3 wk ahead cum cases,2020-09-20,89049,89049,89049
MIT,2020-08-30,4 wk ahead cum cases,2020-09-27,89868,89868,89868
MIT,2020-08-30,5 wk ahead cum cases,2020-10-04,90370,90370,90370
MIT,2020-08-30,6 wk ahead cum cases,2020-10-11,90668,90668,90668
MIT,2020-09-06,1 wk ahead cum cases,2020-09-13,89829,89829,89829
MIT,2020-09-06,2 wk ahead cum cases,2020-09-20,91613,91613,91613
MIT,2020-09-06,3 wk ahead cum cases,2020-09-27,92821,92821,92821
MIT,2020-09-06,4 wk ahead cum cases,2020-10-04,93593,93593,93593
MIT,2020-09-06,5 wk ahead cum cases,2020-10-11,94064,94064,94064
MIT,2020-09-06,6 wk ahead cum cases,2020-10-18,94342,94342,94342
MIT,2020-09-13,1 wk ahead cum cases,2020-09-20,96129,96129,96129
MIT,2020-09-13,2 wk ahead cum cases,2020-09-27,98817,98817,98817
MIT,2020-09-13,3 wk ahead cum cases,2020-10-04,100859,100859,100859
MIT,2020-09-13,4 wk ahead cum cases,2020-10-11,102314,102314,102314
MIT,2020-09-13,5 wk ahead cum cases,2020-10-18,103290,103290,103290
MIT,2020-09-13,6 wk ahead cum cases,2020-10-25,103912,103912,103912
MIT,2020-09-20,1 wk ahead cum cases,2020-09-27,100986,100986,100986
MIT,2020-09-20,2 wk ahead cum cases,2020-10-04,103667,103667,103667
MIT,2020-09-20,3 wk ahead cum cases,2020-10-11,105694,105694,105694
MIT,2020-09-20,4 wk ahead cum cases,2020-10-18,107135,107135,107135
MIT,2020-09-20,5 wk ahead cum cases,2020-10-25,108101,108101,108101
MIT,2020-09-20,6 wk ahead cum cases,2020-11-01,108715,108715,108715
MIT,2020-09-27,1 wk ahead cum cases,2020-10-04,105395,105395,105395
MIT,2020-09-27,2 wk ahead cum cases,2020-10-11,107960,107960,107960
MIT,2020-09-27,3 wk ahead cum cases,2020-10-18,109885,109885,109885
MIT,2020-09-27,4 wk ahead cum cases,2020-10-25,111246,111246,111246
MIT,2020-09-27,5 wk ahead cum cases,2020-11-01,112155,112155,112155
MIT,2020-09-27,6 wk ahead cum cases,2020-11-08,112731,112731,112731
MIT,2020-10-04,1 wk ahead cum cases,2020-10-11,109133,109133,109133
MIT,2020-10-04,2 wk ahead cum cases,2020-10-18,111453,111453,111453
MIT,2020-10-04,3 wk ahead cum cases,2020-10-25,113173,113173,113173
MIT,2020-10-04,4 wk ahead cum cases,2020-11-01,114378,114378,114378
MIT,2020-10-04,5 wk ahead cum cases,2020-11-08,115178,115178,115178
MIT,2020-10-04,6 wk ahead cum cases,2020-11-15,115683,115683,115683
MIT,2020-10-11,1 wk ahead cum cases,2020-10-18,111569,111569,111569
MIT,2020-10-11,2 wk ahead cum cases,2020-10-25,113332,113332,113332
MIT,2020-10-11,3 wk ahead cum cases,2020-11-01,114576,114576,114576
MIT,2020-10-11,4 wk ahead cum cases,2020-11-08,115408,115408,115408
MIT,2020-10-11,5 wk ahead cum cases,2020-11-15,115937,115937,115937
MIT,2020-10-11,6 wk ahead cum cases,2020-11-22,116260,116260,116260
